  1.7486332005698267e+002	  2.3128707501612607e+002	
  1.8408048292685845e+002	  2.2658721778849747e+002	
  1.6922113600005733e+002	  2.3111131870378443e+002	
  1.8918781827958071e+002	  2.2098739945123179e+002	
  1.6611728809248973e+002	  2.2960911642542433e+002	
  1.9178037904273151e+002	  2.1667068356572969e+002	
  1.6400993324159714e+002	  2.2757502809684490e+002	
  1.9340041217990861e+002	  2.1284228988053334e+002	
  1.6255715306200426e+002	  2.2518790540095293e+002	
  1.9439024457124214e+002	  2.0932314859333334e+002	
  1.6162420450505516e+002	  2.2252004470941992e+002	
  1.9488503239741220e+002	  2.0604074754352078e+002	
  1.6115393942384449e+002	  2.1960399798821345e+002	
  1.9494234158664511e+002	  2.0296232142350988e+002	
  1.6113245335462548e+002	  2.1645051469352367e+002	
  1.9457649904387310e+002	  2.0007691000234220e+002	
  1.6158146244168182e+002	  2.1305288345756779e+002	
  1.9376621573491218e+002	  1.9739101656212137e+002	
  1.6256703771366378e+002	  2.0938323561789775e+002	
  1.9244585241759546e+002	  1.9493230449368281e+002	
  1.6423593316607437e+002	  2.0537574946687067e+002	
  1.9046909156511686e+002	  1.9276639317486911e+002	
  1.6695097327694450e+002	  2.0086320107500555e+002	
  1.8747354985448095e+002	  1.9106030727771693e+002	
  1.7232295590347670e+002	  1.9509045245006104e+002	
  1.8184887527221613e+002	  1.9056898874274717e+002	
  1.8251530771650465e+002	  2.4185786437626905e+002	
  1.8251530771650465e+002	  2.4185786437626905e+002	
  1.7069538240165610e+002	  2.4504711271423076e+002	
  1.9371540511840263e+002	  2.3305767562134847e+002	
  1.6601874414265879e+002	  2.4445539949083192e+002	
  1.9779430314178586e+002	  2.2799577104211690e+002	
  1.6265584434753828e+002	  2.4314619816195452e+002	
  2.0058193824208797e+002	  2.2360844631683869e+002	
  1.6004060801467966e+002	  2.4142047873842171e+002	
  2.0264477787997035e+002	  2.1959450235475197e+002	
  1.5795376301938347e+002	  2.3939614528284449e+002	
  2.0420249125345069e+002	  2.1583580790435929e+002	
  1.5628487601824315e+002	  2.3713349969115393e+002	
  2.0536591341100845e+002	  2.1227183587958623e+002	
  1.5497128084857158e+002	  2.3466754758342438e+002	
  2.0619811686838804e+002	  2.0886735757923864e+002	
  1.5397574913930677e+002	  2.3201985996781337e+002	
  2.0673674101261369e+002	  2.0560058113596469e+002	
  1.5327670884675570e+002	  2.2920380627105811e+002	
  2.0700377357980130e+002	  2.0245791860131843e+002	
  1.5286358977755043e+002	  2.2622708289740854e+002	
  2.0701020514433642e+002	  1.9943145750507620e+002	
  1.5273470511580953e+002	  2.2309291504417490e+002	
  2.0675814760236520e+002	  1.9651775916066117e+002	
  1.5289670418668678e+002	  2.1980045483940503e+002	
  2.0624138141735784e+002	  1.9371746065119348e+002	
  1.5336535879449769e+002	  2.1634452349146414e+002	
  2.0544456928949080e+002	  1.9103553280642328e+002	
  1.5416797787361463e+002	  2.1271458292801830e+002	
  2.0434084151059628e+002	  1.8848230869307756e+002	
  1.5534850439250229e+002	  2.0889246564409936e+002	
  2.0288669906424047e+002	  1.8607575389897087e+002	
  1.5697807422791408e+002	  2.0484759455246251e+002	
  2.0101145475384703e+002	  1.8384624681769924e+002	
  1.5917895628916384e+002	  2.0052605767311167e+002	
  1.9859329307888177e+002	  1.8184750409706865e+002	
  1.6218975453170810e+002	  1.9582069947348532e+002	
  1.9539406821979767e+002	  1.8018648943979287e+002	
  1.6661860184726828e+002	  1.9045448537844206e+002	
  1.9080611014443863e+002	  1.7914004923734623e+002	
  1.7864769233316278e+002	  1.8156770724352134e+002	
  1.7864769233316278e+002	  1.8156770724352134e+002	
  1.7489543431247864e+002	  2.5439462724017764e+002	
  1.9519241629656784e+002	  2.4360273576843034e+002	
  1.6851692383947955e+002	  2.5479980672996953e+002	
  2.0091340773171549e+002	  2.3766526442805798e+002	
  1.6415664587932432e+002	  2.5409348151780497e+002	
  2.0463758463898833e+002	  2.3279685640781227e+002	
  1.6075223733592901e+002	  2.5284830067722564e+002	
  2.0742769110973109e+002	  2.2842462572422806e+002	
  1.5796607911584732e+002	  2.5124783527513884e+002	
  2.0962173182551854e+002	  2.2436476598198323e+002	
  1.5563924350135028e+002	  2.4937939371442511e+002	
  2.1137902470623254e+002	  2.2052973513253596e+002	
  1.5368279524918367e+002	  2.4729248511570071e+002	
  2.1278889983134832e+002	  2.1686979219613139e+002	
  1.5204203302084397e+002	  2.4501810800205632e+002	
  2.1390645802853757e+002	  2.1335370868339200e+002	
  1.5068152253543502e+002	  2.4257685080958936e+002	
  2.1476753773847329e+002	  2.0996066819371157e+002	
  1.4957785516011145e+002	  2.3998282902127315e+002	
  2.1539595644077636e+002	  2.0667632939294390e+002	
  1.4871580824113659e+002	  2.3724578788507006e+002	
  2.1580735033801906e+002	  2.0349072340951409e+002	
  1.4808620555473286e+002	  2.3437228963166834e+002	
  2.1601131391855310e+002	  2.0039706673360925e+002	
  1.4768472802890344e+002	  2.3136639202797568e+002	
  2.1601258924692223e+002	  1.9739108278334692e+002	
  1.4751132481307525e+002	  2.2823001031637170e+002	
  2.1581165490495138e+002	  1.9447064008795508e+002	
  1.4757006894864978e+002	  2.2496305122816935e+002	
  2.1540487033036422e+002	  1.9163561839954480e+002	
  1.4786941767428786e+002	  2.2156334773191676e+002	
  2.1478421551904017e+002	  1.8888797407287717e+002	
  1.4842293393514899e+002	  2.1802637554386018e+002	
  2.1393656952162675e+002	  1.8623202368583480e+002	
  1.4925064681983579e+002	  2.1434467552667087e+002	
  2.1284235001069101e+002	  1.8367502177452531e+002	
  1.5038143678017295e+002	  2.1050681085810257e+002	
  2.1147312806321452e+002	  1.8122820380138012e+002	
  1.5185726357710254e+002	  2.0649549176504709e+002	
  2.0978740021508099e+002	  1.7890866156080961e+002	
  1.5374108466393878e+002	  2.0228403386662913e+002	
  2.0772267007624444e+002	  1.7674288497879976e+002	
  1.5613314672635818e+002	  1.9782902981060394e+002	
  2.0517915678713132e+002	  1.7477409062221500e+002	
  1.5920977323502211e+002	  1.9305282304312612e+002	
  2.0198100746030676e+002	  1.7307974807776239e+002	
  1.6334090586806673e+002	  1.8779018234747139e+002	
  1.9775875575009573e+002	  1.7182490556505903e+002	
  1.6967868642336347e+002	  1.8152016859697292e+002	
  1.9136073993018238e+002	  1.7153032333856493e+002	
  1.7596519374649091e+002	  2.6236388630068035e+002	
  1.9928638393633361e+002	  2.4977614870896150e+002	
  1.6935299423350546e+002	  2.6296895203012440e+002	
  2.0520471829679383e+002	  2.4371743218629729e+002	
  1.6469275842047489e+002	  2.6248062047094669e+002	
  2.0919184774904150e+002	  2.3870992365738059e+002	
  1.6098689878232216e+002	  2.6144505972037695e+002	
  2.1224573389306127e+002	  2.3420721245090144e+002	
  1.5790057015013872e+002	  2.6004704289197718e+002	
