  2.6241513499101626e+002	  2.4342895411274890e+002	
  2.3901344537590063e+002	  2.4351748260491263e+002	
  2.4958486500898374e+002	  2.6857104588725088e+002	
  2.6030730492253952e+002	  2.2434790231960011e+002	
  2.2392432504491876e+002	  2.4971447705637442e+002	
  2.3446347538730259e+002	  2.7499125860823983e+002	
  2.5816914636386883e+002	  2.0499230301863616e+002	
  2.0861964585206576e+002	  2.5599999999999991e+002	
  2.1912451181423037e+002	  2.8150384849068183e+002	
  2.5600000000000000e+002	  1.8535618778577418e+002	
  1.9309475544780472e+002	  2.6237596212267039e+002	
  2.0356324442125853e+002	  2.8811082373373887e+002	
  2.5379918726585575e+002	  1.6543341393637411e+002	
  1.7734486663188775e+002	  2.6884432949349554e+002	
  1.8777480524152793e+002	  2.9481425117012526e+002	
  2.5156600963856229e+002	  1.4521765811860047e+002	
  1.6136505243179681e+002	  2.7540712558506260e+002	
  1.7175418313268369e+002	  3.0161625842175260e+002	
  2.4929974789827190e+002	  1.2470240962204501e+002	
  1.4515024096405747e+002	  2.8206643338385862e+002	
  1.5549621847407877e+002	  3.0851903615118187e+002	
  2.4699966135588761e+002	  1.0388096338673500e+002	
  1.2869521006716647e+002	  2.8882439759448863e+002	
  1.3899559762653948e+002	  3.1552484041388618e+002	
  2.4466498704594872e+002	  8.2746412696758682e+001	
  1.1199458169420244e+002	  2.9568322694259075e+002	
  1.2224684714219508e+002	  3.2263599511663114e+002	
  2.4229493888282897e+002	  6.1291641541782738e+001	
  9.5042816052472048e+001	  3.0264519658164181e+002	
  1.0524432771111819e+002	  3.2985489458759957e+002	
  2.7118402454708166e+002	  2.4962403787732947e+002	
  2.3675459502695125e+002	  2.2457238528187241e+002	
  2.5816914636386883e+002	  2.7512788636801133e+002	
  2.6910918889468536e+002	  2.3031134101300876e+002	
  2.2154156061968419e+002	  2.3067832185568005e+002	
  2.4289081110531461e+002	  2.8168865898699107e+002	
  2.6700406367072134e+002	  2.1071670696818700e+002	
  2.0610963363101754e+002	  2.3687211363198853e+002	
  2.2738943445612463e+002	  2.8834520930843769e+002	
  2.6486798072287542e+002	  1.9083391654035319e+002	
  1.9045405552657314e+002	  2.4315567050650435e+002	
  2.1166009638562301e+002	  2.9509965007578796e+002	
  2.6270025210172810e+002	  1.7065656625432922e+002	
  1.7456992883666237e+002	  2.4953095813831234e+002	
  1.9569773108444724e+002	  3.0195415663228414e+002	
  2.6050016932205614e+002	  1.5017806148642433e+002	
  1.5845221204837060e+002	  2.5599999999999991e+002	
  1.7949712152504503e+002	  3.0891096925678767e+002	
  2.5826700259081031e+002	  1.2939160927840055e+002	
  1.4209571427062261e+002	  2.6256487951889767e+002	
  1.6305289377677965e+002	  3.1597239560496809e+002	
  2.5600000000000006e+002	  1.0829021082480067e+002	
  1.2549508966037097e+002	  2.6922774231419686e+002	
  1.4635951106263144e+002	  3.2314081326145418e+002	
  2.5369838668261249e+002	  8.6866653616183953e+001	
  1.0864483159733355e+002	  2.7599079853498927e+002	
  1.2941126754368705e+002	  3.3041867240887893e+002	
  2.5136136392957286e+002	  6.5113503219742412e+001	
  9.1539266593947104e+001	  2.8285632530458162e+002	
  1.1220228181675888e+002	  3.3780849862011030e+002	
  2.8020894007558690e+002	  2.5599999999999991e+002	
  2.3446347538730259e+002	  2.0535664371136019e+002	
  2.6700406367072134e+002	  2.8187616744675012e+002	
  2.7816995180718851e+002	  2.3645017496210590e+002	
  2.1912451181423037e+002	  2.1136826514130664e+002	
  2.5156600963856229e+002	  2.8858304172982326e+002	
  2.7610075630518423e+002	  2.1661072288661344e+002	
  2.0356324442125853e+002	  2.1746701151951319e+002	
  2.3589924369481574e+002	  2.9538927711338641e+002	
  2.7400067728822467e+002	  1.9647515958611365e+002	
  1.8777480524152793e+002	  2.2365479069156211e+002	
  2.1999864542355061e+002	  3.0229709809968921e+002	
  2.7186901813567181e+002	  1.7603680586004245e+002	
  1.7175418313268369e+002	  2.2993356661614123e+002	
  2.0385894041136419e+002	  3.0930879609330492e+002	
  2.6970506111717106e+002	  1.5528878010781861e+002	
  1.5549621847407877e+002	  2.3630536144330671e+002	
  1.8747469441414464e+002	  3.1642673193530874e+002	
  2.6750806658693756e+002	  1.3422399060365245e+002	
  1.3899559762653948e+002	  2.4277225768580294e+002	
  1.7084030725666219e+002	  3.2365333855352628e+002	
  2.6527727214085428e+002	  1.1283512741480679e+002	
  1.2224684714219509e+002	  2.4933640048833684e+002	
  1.5395000645060310e+002	  3.3099112373510110e+002	
  2.6301189173436660e+002	  9.1114653943963503e+001	
  1.0524432771111819e+002	  2.5599999999999994e+002	
  1.3679784051576786e+002	  3.3844267302801813e+002	
  2.6071111475902757e+002	  6.9054798075138365e+001	
  8.7982227830711864e+001	  2.6276533385535254e+002	
  1.1937767198820085e+002	  3.4601065277863694e+002	
  2.8950126050864037e+002	  2.6256487951889767e+002	
  2.3213938999744317e+002	  1.8586441665062475e+002	
  2.7610075630518423e+002	  2.8882439759448863e+002	
  2.8750118525439319e+002	  2.4277225768580294e+002	
  2.1667243331594386e+002	  1.9177835253252198e+002	
  2.6050016932205614e+002	  2.9568322694259075e+002	
  2.8547103368053331e+002	  2.2268200244168432e+002	
  2.0097968164639349e+002	  1.9777862324481188e+002	
  2.4466498704594875e+002	  3.0264519658164181e+002	
  2.8341012223434217e+002	  2.0228734939083657e+002	
  1.8505615421699679e+002	  2.0386713323228255e+002	
  2.2858987776565789e+002	  3.0971265060916329e+002	
  2.8131774649126260e+002	  1.8158132759112090e+002	
  1.6889672267753494e+002	  2.1004584336771569e+002	
  2.1226934696963733e+002	  3.1688800469817363e+002	
  2.7919318035213564e+002	  1.6055675160987116e+002	
  1.5249610559270801e+002	  2.1631677305740905e+002	
  1.9569773108444727e+002	  3.2417374885009190e+002	
  2.7703567520309980e+002	  1.3920621321030748e+002	
  1.3584886268705662e+002	  2.2268200244168432e+002	
  1.7886919092196743e+002	  3.3157245027568325e+002	
  2.7484445903611021e+002	  1.1752207264825060e+002	
  1.1894938882828929e+002	  2.2914367469541824e+002	
  1.6177770481944887e+002	  3.3908675641104946e+002	
  2.7261873552790820e+002	  9.5496449557657385e+001	
  1.0179190773503692e+002	  2.3570399843394202e+002	
  1.4441706145547329e+002	  3.4671939807610653e+002	
  2.7035768307513160e+002	  7.3121213402134174e+001	
  8.4370465394196103e+001	  2.4236525022998154e+002	
  1.2678085232381559e+002	  3.5447319278346612e+002	
  2.9907304922539481e+002	  2.6932719902332616e+002	
  2.2978162221062925e+002	  1.6608969354553079e+002	
  2.8547103368053331e+002	  2.9598159706997865e+002	
  2.9711518335151322e+002	  2.4928591867385452e+002	
  2.1418455805125905e+002	  1.7190245579806165e+002	
  2.6970506111717106e+002	  3.0299856928301790e+002	
  2.9512742639558769e+002	  2.2893866457858937e+002	
  1.9835812530130991e+002	  1.7780069984842385e+002	
  2.5369838668261249e+002	  3.1012267084282104e+002	
  2.9310908856341706e+002	  2.0827837580493556e+002	
  1.8229722688099110e+002	  1.8378632529212470e+002	
  2.3744545571829150e+002	  3.1735637396508270e+002	
  2.9105945867183300e+002	  1.8729777247665140e+002	
  1.6599661355887650e+002	  1.8986128842901516e+002	
  2.2094054132816700e+002	  3.2470222752334843e+002	
  2.8897780331319285e+002	  1.6598934722136289e+002	
  1.4945087823191815e+002	  1.9602760439503180e+002	
  2.0417773765069688e+002	  3.3216286004346205e+002	
  2.8686336598040100e+002	  1.4434535621402250e+002	
  1.3265444994546033e+002	  2.0228734939083657e+002	
  1.8715095281295160e+002	  3.3974098283948297e+002	
  2.8471536615026321e+002	  1.2235780979386728e+002	
  1.1560158763936198e+002	  2.0864266301253147e+002	
  1.6985390154921043e+002	  3.4743939329893283e+002	
  2.8253299832284318e+002	  1.0001846263098948e+002	
  9.8286373605477507e+001	  2.1509575068994471e+002	
  1.5228009746524930e+002	  3.5526097832573379e+002	
  2.8031543101433579e+002	  7.7318803417097612e+001	
  8.0702706640835089e+001	  2.2164888623832567e+002	
  1.3442284492832113e+002	  3.6320871794974136e+002	
  3.0893710629991267e+002	  2.7629600156605784e+002	
  2.2738943445612463e+002	  1.4602628835131142e+002	
  2.9512742639558769e+002	  3.0335733698746839e+002	
  3.0702499677469848e+002	  2.5599999999999991e+002	
  2.1166009638562301e+002	  1.5173426646456517e+002	
  2.7919318035213564e+002	  3.1053899908007349e+002	
  3.0508324214056620e+002	  2.3538933174299538e+002	
  1.9569773108444730e+002	  1.5752680721653374e+002	
  2.6301189173436660e+002	  3.1783200477101354e+002	
  3.0311114759027555e+002	  2.1445662179447510e+002	
  1.7949712152504503e+002	  1.6340580380062127e+002	
  2.4657777048194490e+002	  3.2523896367587457e+002	
  3.0110799643289374e+002	  1.9319426287038763e+002	
  1.6305289377677965e+002	  1.6937320634837931e+002	
  2.2988484417042989e+002	  3.3276256760285935e+002	
  2.9907304922539481e+002	  1.7159440618560038e+002	
  1.4635951106263144e+002	  1.7543102408625489e+002	
  2.1292695077460522e+002	  3.4040559381439954e+002	
  2.9700554286257585e+002	  1.4964895179385644e+002	
  1.2941126754368705e+002	  1.8158132759112092e+002	
  1.9569773108444724e+002	  3.4817090844532424e+002	
  2.9490468962293727e+002	  1.2734953846031026e+002	
  1.1220228181675890e+002	  1.8782625114990796e+002	
  1.7819062075412555e+002	  3.5606147008642529e+002	
  2.9276967616801994e+002	  1.0468753304003970e+002	
  9.4726490109568303e+001	  1.9416799522898629e+002	
  1.6039884196314813e+002	  3.6408033354282867e+002	
  2.9059966249253023e+002	  8.1654019334190949e+001	
  7.6977639156952847e+001	  2.0060882905930021e+002	
  1.4231539466740060e+002	  3.7223065377720587e+002	
  3.1910702560929940e+002	  2.8348089100933930e+002	
  2.2496206746993610e+002	  1.2566783308070644e+002	
  3.0508324214056620e+002	  3.1096178201867872e+002	
  3.1724449186735825e+002	  2.6292389636758736e+002	
  2.0909823528790341e+002	  1.3126728914094278e+002	
  2.8897780331319285e+002	  3.1831506730828710e+002	
  3.1535262688538654e+002	  2.4204316952675271e+002	
  1.9299762949121356e+002	  1.3695031917222738e+002	
  2.7261873552790820e+002	  3.2578415236623579e+002	
  3.1343073230052636e+002	  2.2083100257733341e+002	
  1.7665490932164116e+002	  1.4271880830172680e+002	
  2.5600000000000000e+002	  3.3337179432986613e+002	
  3.1147808740230852e+002	  1.9927944095672336e+002	
  1.6006457217980250e+002	  1.4857469878167319e+002	
  2.3911536470364521e+002	  3.4108083856491464e+002	
  3.0949394823153870e+002	  1.7738027350352291e+002	
  1.4322094744801208e+002	  1.5451999216971035e+002	
  2.2195839657992994e+002	  3.4891422222310916e+002	
  3.0747754663522795e+002	  1.5512502202669313e+002	
  1.2611819002804029e+002	  1.6055675160987116e+002	
  2.0452245336477208e+002	  3.5687497797330673e+002	
  3.0542808927504319e+002	  1.3250493036171858e+002	
  1.0875027357830150e+002	  1.6668710421964690e+002	
  1.8680067501493951e+002	  3.6496623791613052e+002	
  3.0334475658659096e+002	  1.0951095288409981e+002	
  9.1110983434035518e+001	  1.7291324358895034e+002	
  1.6878597470891134e+002	  3.7319123769271999e+002	
  3.0122670168666451e+002	  8.6133742448520778e+001	
  7.3193909193009432e+001	  1.7923743239714045e+002	
  1.5047102939778273e+002	  3.8155332079891923e+002	
  3.2959725733787928e+002	  2.9089207618311787e+002	
  2.2249873949135957e+002	  1.0500777106535178e+002	
  3.1535262688538654e+002	  3.1880573712961217e+002	
  3.2778841537565796e+002	  2.7006759896906647e+002	
  2.0649813745738209e+002	  1.1049483454383349e+002	
  2.9907304922539475e+002	  3.2633799484533290e+002	
  3.2595063194204113e+002	  2.4890993011959034e+002	
  1.9025692486650269e+002	  1.1606441025507432e+002	
  2.8253299832284318e+002	  3.3399076868450510e+002	
  3.2408320684014018e+002	  2.2741100854673559e+002	
  1.7376963329697355e+002	  1.2171837347709150e+002	
  2.6572617240573436e+002	  3.4176697435979304e+002	
  3.2218541710243596e+002	  2.0556251101334652e+002	
  1.5703062735233715e+002	  1.2745865674829982e+002	
  2.4864606476639599e+002	  3.4966962240378484e+002	
  3.2025651605755615e+002	  1.8335584138924619e+002	
  1.4003409823932168e+002	  1.3328725206983438e+002	
  2.3128595536247840e+002	  3.5770182205505517e+002	
  3.1829573235077760e+002	  1.6078211937466486e+002	
  1.2277405704703467e+002	  1.3920621321030748e+002	
  2.1363890200147119e+002	  3.6586678533692498e+002	
  3.1630226891555270e+002	  1.3783216865984051e+002	
  1.0524432771111820e+002	  1.4521765811860047e+002	
  1.9569773108444727e+002	  3.7416783134015930e+002	
  3.1427530189318117e+002	  1.1449650448762414e+002	
  8.7438539645502246e+001	  1.5132377145064609e+002	
  1.7745502788310358e+002	  3.8260839072159928e+002	
  3.1221397949754908e+002	  9.0765320583675290e+001	
  6.9350120023289193e+001	  1.5752680721653377e+002	
  1.5890312632241509e+002	  3.9119201043153816e+002	
  3.4042317648177379e+002	  2.9854041928245726e+002	
  2.1999864542355061e+002	  8.4039349915439558e+001	
  3.2595063194204113e+002	  3.2690069880409555e+002	
  3.3867246544874166e+002	  2.7744174358994820e+002	
  2.0385894041136416e+002	  8.9410012208421790e+001	
  3.0949394823153870e+002	  3.3461972649647697e+002	
  3.3689328756964386e+002	  2.5599999999999991e+002	
  1.8747469441414464e+002	  9.4862048172509802e+001	
  2.9276967616801994e+002	  3.4246426683426290e+002	
  3.3508494284006912e+002	  2.3420675241677381e+002	
  1.7084030725666221e+002	  1.0039732132688923e+002	
  2.7577123571001732e+002	  3.5043740619397977e+002	
  3.3324670811496424e+002	  2.1205328586522990e+002	
  1.5395000645060307e+002	  1.0601775252979758e+002	
  2.5849182929403111e+002	  3.5854233298112996e+002	
  3.3137783614444089e+002	  1.8953059487116025e+002	
  1.3679784051576786e+002	  1.1172532220096807e+002	
  2.4092443277111181e+002	  3.6678234188139936e+002	
  3.2947755456096758e+002	  1.6662937125534154e+002	
  1.1937767198820085e+002	  1.1752207264825060e+002	
  2.2306178588646281e+002	  3.7516083832621109e+002	
  3.2754506481506252e+002	  1.4333999130705132e+002	
  1.0168317009799500e+002	  1.2341011050415175e+002	
  2.0489638227495530e+002	  3.8368134318534158e+002	
  3.2557954105640704e+002	  1.1965250229981598e+002	
  8.3707803098420783e+001	  1.2939160927840052e+002	
  1.8642045894359302e+002	  3.9234749770018391e+002	
  3.2358012895708492e+002	  9.5556608309697282e+001	
  6.5444830226853355e+001	  1.3546881203303730e+002	
